Jour;Catégorie client;Puissance moyenne journalière (W)
2022-01-11;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);26647738398.0
2022-01-11;Puissance moyenne journalière de la production totale (W);6309754545.0
2022-01-24;Puissance moyenne journalière de la production autres profilée (W);4344728.0
2022-02-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);5704741.0
2022-02-08;Puissance moyenne journalière de la production cogénération totale (W);1649045669.0
2022-02-08;Puissance moyenne journalière de la production hydraulique profilée (W);6255259.0
2022-02-09;Puissance moyenne journalière de la consommation télérelevée HTA (W);14070989371.0
2022-02-16;Puissance moyenne journalière de la consommation totale (W);48784458576.0
2022-02-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5706094914.0
2022-02-16;Puissance moyenne journalière de la production cogénération totale (W);1629483959.0
2022-02-26;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2251119490.0
2022-02-26;Puissance moyenne journalière de la production profilée totale (W);712756153.0
2022-02-26;Puissance moyenne journalière de la production cogénération totale (W);1668984274.0
2022-03-15;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2510318619.0
2022-03-15;Puissance moyenne journalière de la production hydraulique profilée (W);5744008.0
2022-03-20;Puissance moyenne journalière de la consommation profilée HTA (W);238165388.0
2022-03-20;Puissance moyenne journalière de la production autres totale (W);1438884817.0
2022-03-20;Puissance moyenne journalière de la production hydraulique profilée (W);5628661.0
2022-03-24;Puissance moyenne journalière de la consommation totale HTA (W);13700981659.0
2022-03-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4294162.0
2022-03-26;Puissance moyenne journalière de la production autres totale (W);1397342521.0
2022-03-30;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2298331229.0
2022-03-30;Puissance moyenne journalière de la production télérelevée totale (W);4275011959.0
2022-03-30;Puissance moyenne journalière de la production profilée totale (W);251948149.0
2022-04-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3177978.0
2022-04-23;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2387639670.0
2022-05-11;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2735407.0
2022-05-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3797857655.0
2022-05-13;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2117073424.0
2022-05-13;Puissance moyenne journalière de la production autres totale (W);1454996047.0
2022-05-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11015279151.0
2020-04-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);38197827.0
2020-04-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3956308169.0
2020-04-24;Puissance moyenne journalière de la production autres totale (W);1407603923.0
2020-04-29;Puissance moyenne journalière de la consommation télérelevée HTA (W);10014030037.0
2020-04-29;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);90371.0
2020-05-06;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);27924948.0
2020-05-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3196846565.0
2020-05-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12553017960.0
2020-05-06;Puissance moyenne journalière de la production télérelevée totale (W);4533549634.0
2020-05-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);190512.0
2020-05-10;Puissance moyenne journalière de la consommation profilée HTA (W);607183648.0
2020-05-10;Puissance moyenne journalière de la production cogénération profilée (W);28690.0
2020-05-11;Puissance moyenne journalière de la consommation totale (W);31731154353.0
2020-05-11;Puissance moyenne journalière de la consommation totale HTA (W);11022204943.0
2020-05-27;Puissance moyenne journalière de la production autres totale (W);1306593481.0
2020-06-09;Puissance moyenne journalière de la consommation profilée HTA (W);1332332260.0
2020-06-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11730019803.0
2020-06-14;Puissance moyenne journalière de la consommation télérelevée HTA (W);7160117189.0
2020-06-14;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);189423.0
2020-06-14;Puissance moyenne journalière de la production télérelevée totale (W);4607906076.0
2020-06-14;Puissance moyenne journalière de la production autres profilée (W);1212544.0
2020-06-17;Puissance moyenne journalière de la production cogénération totale (W);442516.0
2020-06-17;Puissance moyenne journalière de la production cogénération profilée (W);22182.0
2020-06-20;Puissance moyenne journalière de la consommation télérelevée HTA (W);8285391558.0
2020-06-20;Puissance moyenne journalière de la production cogénération profilée (W);22180.0
2020-06-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);25594085.0
2020-06-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3721477080.0
2020-06-23;Puissance moyenne journalière de la production cogénération profilée (W);29573.0
2020-06-26;Puissance moyenne journalière de la production autres totale (W);1234031523.0
2020-07-07;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);269934.0
2020-07-07;Puissance moyenne journalière de la production autres totale (W);1117392795.0
2020-07-08;Puissance moyenne journalière de la consommation télérelevée HTA (W);12473583359.0
2020-07-08;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4875920118.0
2020-07-08;Puissance moyenne journalière de la production autres totale (W);1142407769.0
2020-07-25;Puissance moyenne journalière de la consommation totale (W);29338642168.0
2020-07-25;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);84091438.0
2020-07-25;Puissance moyenne journalière de la production profilée totale (W);783793655.0
2020-07-31;Puissance moyenne journalière de la consommation totale (W);34466032879.0
2020-08-25;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10808721047.0
2020-08-25;Puissance moyenne journalière de la production télérelevée totale (W);7769139669.0
2020-08-25;Puissance moyenne journalière de la production autres totale (W);891319399.0
2020-09-01;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10890900787.0
2020-09-01;Puissance moyenne journalière de la production autres totale (W);1017288853.0
2020-09-02;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3687316223.0
2020-09-02;Puissance moyenne journalière de la production totale (W);3919355394.0
2020-09-09;Puissance moyenne journalière de la consommation totale HTA (W);13790241998.0
2020-09-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10862005781.0
2020-09-09;Puissance moyenne journalière de la production télérelevée totale (W);2548054943.0
2020-09-19;Puissance moyenne journalière de la consommation totale (W);29017702980.0
2020-09-19;Puissance moyenne journalière de la production télérelevée totale (W);4210605268.0
2020-09-19;Puissance moyenne journalière de la production cogénération totale (W);923025.0
2020-09-25;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);503945.0
2020-10-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);42005854.0
2020-10-09;Puissance moyenne journalière de la production autres profilée (W);6613556.0
2020-10-12;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);5306827726.0
2020-10-18;Puissance moyenne journalière de la production autres profilée (W);3561784.0
2020-10-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);48525788.0
2020-11-28;Puissance moyenne journalière de la consommation profilée HTA (W);950447959.0
2020-11-28;Puissance moyenne journalière de la production totale (W);6657525480.0
2020-11-28;Puissance moyenne journalière de la production télérelevée totale (W);6350015695.0
2020-11-28;Puissance moyenne journalière de la production profilée totale (W);307509785.0
2020-11-28;Puissance moyenne journalière de la production cogénération totale (W);1530221331.0
2020-11-28;Puissance moyenne journalière de la production hydraulique profilée (W);9333718.0
2020-12-01;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);6137178471.0
2020-12-07;Puissance moyenne journalière de la consommation totale (W);54185166951.0
2020-12-07;Puissance moyenne journalière de la consommation télérelevée HTA (W);12462648033.0
2020-12-07;Puissance moyenne journalière de la consommation profilée HTA (W);1580579760.0
2020-12-07;Puissance moyenne journalière de la production cogénération profilée (W);854329.0
2020-12-11;Puissance moyenne journalière de la production cogénération profilée (W);853916.0
2020-12-11;Puissance moyenne journalière de la production autres profilée (W);2143383.0
2020-12-18;Puissance moyenne journalière de la consommation totale (W);46646500975.0
2020-12-18;Puissance moyenne journalière de la consommation profilée HTA (W);1367395647.0
2020-12-18;Puissance moyenne journalière de la production totale (W);9955875897.0
2020-12-18;Puissance moyenne journalière de la production télérelevée totale (W);9708450877.0
2020-12-20;Puissance moyenne journalière de la consommation télérelevée HTA (W);8045808919.0
2020-12-31;Puissance moyenne journalière de la consommation télérelevée HTA (W);8746115926.0
2020-12-31;Puissance moyenne journalière de la production télérelevée totale (W);6410538688.0
2020-12-31;Puissance moyenne journalière de la production cogénération totale (W);1688545144.0
2021-01-08;Puissance moyenne journalière de la production cogénération totale (W);1817614843.0
2021-01-08;Puissance moyenne journalière de la production cogénération profilée (W);251253.0
2021-01-15;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);6353357110.0
2021-01-27;Puissance moyenne journalière de la production autres totale (W);1561236980.0
2021-01-28;Puissance moyenne journalière de la consommation totale HTA (W);14142356173.0
2021-01-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);23207515412.0
2021-01-28;Puissance moyenne journalière de la production télérelevée totale (W);12903133128.0
2021-01-28;Puissance moyenne journalière de la production cogénération totale (W);1719990423.0
2021-01-29;Puissance moyenne journalière de la consommation totale HTA (W);13426472964.0
2021-01-29;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3435613017.0
2021-01-29;Puissance moyenne journalière de la production cogénération totale (W);1727189484.0
2021-01-29;Puissance moyenne journalière de la production autres totale (W);1731296323.0
2021-02-06;Puissance moyenne journalière de la consommation profilée HTA (W);264956856.0
2021-02-06;Puissance moyenne journalière de la production profilée totale (W);102750928.0
2021-02-07;Puissance moyenne journalière de la consommation profilée HTA (W);275592344.0
2021-02-07;Puissance moyenne journalière de la production totale (W);7341053719.0
2021-02-08;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);27683138212.0
2021-02-11;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2832230174.0
2021-02-11;Puissance moyenne journalière de la production cogénération profilée (W);222977.0
2021-02-13;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);182423507.0
2021-02-13;Puissance moyenne journalière de la production totale (W);10871070292.0
2021-02-13;Puissance moyenne journalière de la production télérelevée totale (W);10594917340.0
2021-02-13;Puissance moyenne journalière de la production autres profilée (W);2256875.0
2021-03-02;Puissance moyenne journalière de la consommation télérelevée HTA (W);13255990031.0
2021-03-02;Puissance moyenne journalière de la consommation profilée HTA (W);310844181.0
2021-03-02;Puissance moyenne journalière de la production totale (W);6543031516.0
2021-03-10;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2392072360.0
2021-03-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);888140.0
2021-03-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);128412585.0
2021-03-10;Puissance moyenne journalière de la production télérelevée totale (W);10531230522.0
2021-03-10;Puissance moyenne journalière de la production hydraulique profilée (W);5446850.0
2021-03-10;Puissance moyenne journalière de la production autres profilée (W);2222832.0
2021-03-13;Puissance moyenne journalière de la consommation totale HTA (W);9938571879.0
2021-03-13;Puissance moyenne journalière de la production cogénération totale (W);1595395348.0
2021-03-13;Puissance moyenne journalière de la production cogénération profilée (W);247321.0
2021-03-13;Puissance moyenne journalière de la production hydraulique profilée (W);5432684.0
2021-03-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);109885096.0
2021-03-24;Puissance moyenne journalière de la consommation profilée HTA (W);310698214.0
2021-03-24;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3164061215.0
2021-03-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);103230080.0
2021-04-07;Puissance moyenne journalière de la production télérelevée totale (W);6610947323.0
2021-04-08;Puissance moyenne journalière de la consommation télérelevée HTA (W);13184374918.0
2021-04-08;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4802637213.0
2021-04-08;Puissance moyenne journalière de la production profilée totale (W);768705375.0
2021-04-10;Puissance moyenne journalière de la consommation télérelevée HTA (W);9370487057.0
2021-04-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);19306434870.0
2021-04-10;Puissance moyenne journalière de la production cogénération profilée (W);28511.0
2021-04-11;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3890367477.0
2021-04-11;Puissance moyenne journalière de la production télérelevée totale (W);6326586628.0
2021-04-20;Puissance moyenne journalière de la consommation profilée HTA (W);304995252.0
2021-04-25;Puissance moyenne journalière de la consommation totale HTA (W);8458555336.0
2021-04-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);8226212849.0
2021-04-25;Puissance moyenne journalière de la production télérelevée totale (W);9542643116.0
2021-04-25;Puissance moyenne journalière de la production cogénération totale (W);11621896.0
2021-04-25;Puissance moyenne journalière de la production autres totale (W);1336149708.0
2021-04-25;Puissance moyenne journalière de la production cogénération profilée (W);64944.0
2021-04-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);74080631.0
2021-04-27;Puissance moyenne journalière de la production cogénération totale (W);27486983.0
2021-04-27;Puissance moyenne journalière de la production cogénération profilée (W);39365.0
2021-05-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1149161.0
2021-05-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);13134621116.0
2021-05-10;Puissance moyenne journalière de la production télérelevée totale (W);7573470076.0
2021-05-10;Puissance moyenne journalière de la production profilée totale (W);485468105.0
2021-05-12;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1912392274.0
2021-05-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3844663626.0
2021-05-27;Puissance moyenne journalière de la production autres totale (W);1518716186.0
2021-05-30;Puissance moyenne journalière de la consommation télérelevée HTA (W);8244141045.0
2021-05-30;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);1876534768.0
2021-05-30;Puissance moyenne journalière de la production profilée totale (W);862584746.0
2021-05-30;Puissance moyenne journalière de la production hydraulique profilée (W);6657581.0
2021-06-11;Puissance moyenne journalière de la consommation totale (W);33062649948.0
2021-06-11;Puissance moyenne journalière de la consommation télérelevée HTA (W);13126053830.0
2021-06-20;Puissance moyenne journalière de la consommation totale HTA (W);9026012339.0
2021-06-20;Puissance moyenne journalière de la consommation profilée HTA (W);218679462.0
2021-06-20;Puissance moyenne journalière de la production cogénération totale (W);6770425.0
2021-06-20;Puissance moyenne journalière de la production hydraulique profilée (W);6093942.0
2021-06-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1849281.0
2021-06-28;Puissance moyenne journalière de la production cogénération totale (W);11629426.0
2021-07-18;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);65496875.0
2021-07-22;Puissance moyenne journalière de la consommation totale HTA (W);14277159416.0
2021-07-22;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2229925758.0
2021-07-22;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);62324409.0
2021-07-22;Puissance moyenne journalière de la production télérelevée totale (W);4814207093.0
2021-07-22;Puissance moyenne journalière de la production autres totale (W);1262332422.0
2021-07-22;Puissance moyenne journalière de la production cogénération profilée (W);24786.0
2021-07-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11374829124.0
2021-07-25;Puissance moyenne journalière de la production cogénération totale (W);7420965.0
2021-07-25;Puissance moyenne journalière de la production autres totale (W);1250431530.0
2021-07-30;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2733344470.0
2021-07-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3812129404.0
2021-08-02;Puissance moyenne journalière de la consommation totale (W);29873346721.0
2021-08-02;Puissance moyenne journalière de la production profilée totale (W);655018153.0
2021-08-02;Puissance moyenne journalière de la production hydraulique profilée (W);4431175.0
2021-08-04;Puissance moyenne journalière de la production télérelevée totale (W);2978174587.0
2021-08-04;Puissance moyenne journalière de la production profilée totale (W);395082827.0
2021-08-16;Puissance moyenne journalière de la consommation totale HTA (W);11055886063.0
2021-08-16;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1893561481.0
2021-08-16;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2597615900.0
2021-08-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3415371006.0
2021-08-26;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2041371892.0
2021-09-12;Puissance moyenne journalière de la consommation télérelevée HTA (W);8689174461.0
2021-09-12;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);1958425038.0
2021-09-16;Puissance moyenne journalière de la production autres totale (W);1026734488.0
2021-09-16;Puissance moyenne journalière de la production autres profilée (W);2052032.0
2021-09-17;Puissance moyenne journalière de la consommation télérelevée HTA (W);12849166860.0
2021-09-17;Puissance moyenne journalière de la production autres totale (W);1046720067.0
2021-09-30;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);76208548.0
2021-09-30;Puissance moyenne journalière de la production télérelevée totale (W);4843668197.0
2021-09-30;Puissance moyenne journalière de la production cogénération profilée (W);25288.0
2021-10-08;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2087688127.0
2021-10-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4206078.0
2021-10-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);91581914.0
2021-10-08;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2977822146.0
2021-10-08;Puissance moyenne journalière de la production profilée totale (W);576710204.0
2021-10-08;Puissance moyenne journalière de la production cogénération totale (W);46740116.0
2021-10-10;Puissance moyenne journalière de la consommation totale HTA (W);8761896920.0
2021-10-10;Puissance moyenne journalière de la consommation profilée HTA (W);227940432.0
2021-10-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4253926597.0
2021-10-23;Puissance moyenne journalière de la production cogénération totale (W);72736769.0
2021-11-09;Puissance moyenne journalière de la consommation télérelevée HTA (W);14044051445.0
2021-11-09;Puissance moyenne journalière de la production télérelevée totale (W);4538118259.0
2021-11-09;Puissance moyenne journalière de la production profilée totale (W);371342688.0
2021-11-09;Puissance moyenne journalière de la production autres totale (W);1134891619.0
2021-11-23;Puissance moyenne journalière de la production télérelevée totale (W);10148688589.0
2021-11-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);14415876232.0
2021-11-28;Puissance moyenne journalière de la consommation profilée HTA (W);291816763.0
2021-11-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);28205417958.0
2021-11-28;Puissance moyenne journalière de la production totale (W);9606596836.0
2021-12-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2232030421.0
2021-12-04;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3337700898.0
2021-12-04;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5637082217.0
2021-12-04;Puissance moyenne journalière de la production cogénération totale (W);1714659551.0
2021-12-06;Puissance moyenne journalière de la consommation totale (W);53818067384.0
2021-12-14;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2847689279.0
2021-12-14;Puissance moyenne journalière de la consommation profilée HTA (W);341568704.0
2021-12-14;Puissance moyenne journalière de la production totale (W);5091328692.0
2021-12-14;Puissance moyenne journalière de la production cogénération profilée (W);354105.0
2021-12-14;Puissance moyenne journalière de la production autres profilée (W);2207258.0
2021-12-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);219343045.0
2021-12-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);24887776626.0
2021-12-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);21602931061.0
2021-12-28;Puissance moyenne journalière de la production cogénération profilée (W);349159.0
2022-01-16;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);304225562.0
2022-01-16;Puissance moyenne journalière de la production autres profilée (W);2151756.0
2022-01-29;Puissance moyenne journalière de la consommation totale (W);50621755827.0
2022-01-29;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);27632734383.0
2022-01-29;Puissance moyenne journalière de la production totale (W);10415830957.0
2022-02-06;Puissance moyenne journalière de la consommation télérelevée HTA (W);9531643320.0
2022-02-06;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2083256788.0
2022-02-07;Puissance moyenne journalière de la consommation totale (W);49203683728.0
2022-02-07;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2691295740.0
2022-02-07;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);213703116.0
2022-02-07;Puissance moyenne journalière de la production cogénération totale (W);1645828617.0
2022-02-13;Puissance moyenne journalière de la consommation totale (W);45400131253.0
2022-02-13;Puissance moyenne journalière de la production cogénération totale (W);1625432032.0
2022-03-16;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2438439189.0
2022-03-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5068536785.0
2022-03-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);18688862828.0
2022-03-16;Puissance moyenne journalière de la production autres profilée (W);2021472.0
2022-03-25;Puissance moyenne journalière de la consommation totale (W);39236161464.0
2022-03-25;Puissance moyenne journalière de la consommation totale HTA (W);13036049659.0
2022-03-25;Puissance moyenne journalière de la production télérelevée totale (W);7825635769.0
2022-03-25;Puissance moyenne journalière de la production profilée totale (W);753504595.0
2022-03-25;Puissance moyenne journalière de la production cogénération totale (W);681374858.0
2022-03-25;Puissance moyenne journalière de la production autres totale (W);1385594114.0
2022-04-04;Puissance moyenne journalière de la production autres profilée (W);2464554.0
2022-04-13;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);15019189299.0
2022-04-13;Puissance moyenne journalière de la production cogénération totale (W);260545162.0
2022-04-13;Puissance moyenne journalière de la production hydraulique profilée (W);7405185.0
2022-04-15;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2070892141.0
2022-04-15;Puissance moyenne journalière de la production autres profilée (W);2541878.0
2022-05-03;Puissance moyenne journalière de la consommation totale HTA (W);13269790270.0
2022-05-03;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3065827.0
2022-05-03;Puissance moyenne journalière de la consommation profilée HTA (W);285854098.0
2022-05-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3955133290.0
2022-05-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12215546139.0
2022-05-15;Puissance moyenne journalière de la consommation profilée HTA (W);227835941.0
2022-05-18;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2253624573.0
2022-05-18;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2716240657.0
2022-05-18;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3833042670.0
2022-05-18;Puissance moyenne journalière de la production totale (W);6094666107.0
2022-05-18;Puissance moyenne journalière de la production cogénération totale (W);117223109.0
2022-05-21;Puissance moyenne journalière de la production profilée totale (W);977764576.0
2022-05-27;Puissance moyenne journalière de la consommation télérelevée HTA (W);10403035237.0
2022-06-03;Puissance moyenne journalière de la consommation totale (W);33048134879.0
2022-06-03;Puissance moyenne journalière de la consommation télérelevée HTA (W);13044848332.0
2022-06-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10809077458.0
2022-06-03;Puissance moyenne journalière de la production autres profilée (W);1929542.0
2022-06-27;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2111556069.0
2022-06-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3524095928.0
2022-06-27;Puissance moyenne journalière de la production cogénération totale (W);146438371.0
2022-07-03;Puissance moyenne journalière de la consommation profilée HTA (W);254790741.0
2022-07-03;Puissance moyenne journalière de la production télérelevée totale (W);4742482723.0
2022-07-03;Puissance moyenne journalière de la production cogénération profilée (W);33550.0
2022-07-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2739720.0
2022-07-28;Puissance moyenne journalière de la production cogénération totale (W);147830109.0
2022-07-28;Puissance moyenne journalière de la production cogénération profilée (W);11597.0
2022-07-28;Puissance moyenne journalière de la production hydraulique profilée (W);1071251.0
2022-07-28;Puissance moyenne journalière de la production autres profilée (W);2623354.0
2022-08-02;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2813582.0
2022-08-02;Puissance moyenne journalière de la production autres totale (W);951011577.0
2022-08-10;Puissance moyenne journalière de la consommation totale HTA (W);11899141689.0
2022-08-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);104766937.0
2022-08-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11015572475.0
2022-08-10;Puissance moyenne journalière de la production autres totale (W);972092884.0
2022-08-20;Puissance moyenne journalière de la production totale (W);5115394501.0
2022-08-20;Puissance moyenne journalière de la production profilée totale (W);852710736.0
2022-08-20;Puissance moyenne journalière de la production cogénération totale (W);64223379.0
2022-09-04;Puissance moyenne journalière de la production profilée totale (W);823021444.0
2022-09-04;Puissance moyenne journalière de la production hydraulique profilée (W);1290131.0
2022-09-12;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2599962902.0
2022-09-12;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10459333329.0
2022-09-12;Puissance moyenne journalière de la production télérelevée totale (W);4613053572.0
2022-09-14;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3839918784.0
2022-10-10;Puissance moyenne journalière de la consommation totale (W);32749514599.0
2022-10-10;Puissance moyenne journalière de la production autres profilée (W);2632426.0
2022-10-17;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4571778.0
2022-10-17;Puissance moyenne journalière de la production profilée totale (W);340603568.0
2022-11-30;Puissance moyenne journalière de la consommation profilée HTA (W);288408832.0
2022-11-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5356481484.0
2022-11-30;Puissance moyenne journalière de la production totale (W);5882157217.0
2022-12-21;Puissance moyenne journalière de la consommation profilée HTA (W);276710505.0
2022-12-21;Puissance moyenne journalière de la production cogénération totale (W);1456378311.0
2022-12-22;Puissance moyenne journalière de la production cogénération totale (W);1454563184.0
2022-12-29;Puissance moyenne journalière de la consommation totale (W);39986126648.0
2022-12-29;Puissance moyenne journalière de la consommation totale HTA (W);9984334560.0
2022-12-29;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);254257054.0
2022-12-29;Puissance moyenne journalière de la production télérelevée totale (W);12590333205.0
2022-12-30;Puissance moyenne journalière de la production cogénération totale (W);1389077821.0
2022-12-30;Puissance moyenne journalière de la production hydraulique profilée (W);4278871.0
2023-01-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);5482732.0
2023-01-01;Puissance moyenne journalière de la production profilée totale (W);53827242.0
2023-01-01;Puissance moyenne journalière de la production cogénération totale (W);1435735170.0
2023-01-01;Puissance moyenne journalière de la production cogénération profilée (W);335457.0
2023-01-01;Puissance moyenne journalière de la production autres profilée (W);1582864.0
2023-01-04;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);37578407.0
2023-01-04;Puissance moyenne journalière de la production profilée totale (W);64389736.0
